JP,EN,trial,ratio,n_ok
P261,2021/08/06,0,0,0
P261,2021/08/06,0,0,0
P262,2021/08/06,0,0,0
P262,2021/08/06,0,0,0
P262,2021/08/06,0,0,0
P262,2021/08/09,0,0,0
P262,2021/08/09,0,0,0
P263,2021/08/09,0,0,0
P263,2021/08/09,0,0,0
P263,2021/08/09,0,0,0
P263,2021/08/09,0,0,0
P263,2021/08/09,0,0,0
P264,2021/08/09,0,0,0
P264,2021/08/09,0,0,0
P264,2021/08/09,0,0,0
P264,2021/08/09,0,0,0
P265,2021/08/09,0,0,0
P265,2021/08/09,0,0,0
P265,2021/08/09,0,0,0
P265,2021/08/09,0,0,0
P265,2021/08/09,0,0,0
P266,2021/08/09,0,0,0
P266,2021/08/10,0,0,0
P266,2021/08/10,0,0,0
P267,2021/08/10,0,0,0
P267,2021/08/10,0,0,0
P267,2021/08/11,0,0,0
P267,2021/08/11,0,0,0
P269,2021/08/11,0,0,0
P270,2021/08/11,0,0,0
P270,2021/08/11,0,0,0
P270,2021/08/11,0,0,0
P271,2021/08/11,0,0,0
P271,2021/08/11,0,0,0
P271,2021/08/12,0,0,0
P271,2021/08/12,0,0,0
P271,2021/08/12,0,0,0
P272,2021/08/12,0,0,0
P272,2021/08/12,0,0,0
P272,2021/08/12,0,0,0
P272,2021/08/12,0,0,0
P273,2021/08/12,0,0,0
P273,2021/08/12,0,0,0
P273,2021/08/12,0,0,0
P273,2021/08/12,0,0,0
P273,2021/08/12,0,0,0
P273,2021/08/12,0,0,0
P274,2021/08/12,0,0,0
P275,2021/08/12,0,0,0
P275,2021/08/12,0,0,0
P276,2021/08/12,0,0,0
P276,2021/08/12,0,0,0
P276,2021/08/12,0,0,0
P276,2021/08/12,0,0,0
P277,2021/08/12,0,0,0
P277,2021/08/12,0,0,0
P278 ,2021/08/12,0,0,0
P278 ,2021/08/12,0,0,0
P285,2021/08/13,0,0,0
P285,2021/08/13,0,0,0
P285,2021/08/13,0,0,0
P285,2021/08/13,0,0,0
P285,2021/08/13,0,0,0
P285,2021/08/13,0,0,0
P285,2021/08/13,0,0,0
P286,2021/08/13,0,0,0
P286,2021/08/13,0,0,0
P286,2021/08/13,0,0,0
P286,2021/08/13,0,0,0
P286,2021/08/13,0,0,0
P286,2021/08/13,0,0,0
P287,2021/08/13,0,0,0
P287,2021/08/13,0,0,0
P287,2021/08/13,0,0,0
P287,2021/08/13,0,0,0
P288,2021/08/13,0,0,0
P288,2021/08/13,0,0,0
P288,2021/08/13,0,0,0
P288,2021/08/13,0,0,0
P288,2021/08/13,0,0,0
P288,2021/08/13,0,0,0
P288,2021/08/13,0,0,0
P289,2021/08/13,0,0,0
P289,2021/08/13,0,0,0
P289,2021/08/13,0,0,0
P289,2021/08/13,0,0,0
P289,2021/08/13,0,0,0
P291,2021/08/13,0,0,0
P291,2021/08/13,0,0,0
P291,2021/08/13,0,0,0
P292,2021/08/14,0,0,0
P292,2021/08/14,0,0,0
P292,2021/08/14,0,0,0
P292,2021/08/14,0,0,0
P292,2021/08/14,0,0,0
P292,2021/08/14,0,0,0
P293,2021/08/14,0,0,0
P293,2021/08/14,0,0,0
P293,2021/08/14,0,0,0
P293,2021/08/14,0,0,0
P293,2021/08/14,0,0,0
P293,2021/08/14,0,0,0
P293,2021/08/14,0,0,0
P293,2021/08/14,0,0,0
P294,2021/08/14,0,0,0
P294,2021/08/14,0,0,0
P294,2021/08/14,0,0,0
P295,2021/08/14,0,0,0
P295,2021/08/14,0,0,0
P297,2021/08/14,0,0,0
P297,2021/08/14,0,0,0
P297,2021/08/14,0,0,0
P298,2021/08/14,0,0,0
P298,2021/08/14,0,0,0
P298,2021/08/14,0,0,0
P299,2021/08/14,0,0,0
P299,2021/08/14,0,0,0
P299,2021/08/14,0,0,0
P299,2021/08/14,0,0,0
P299,2021/08/14,0,0,0
P300,2021/08/14,0,0,0
P300,2021/08/14,0,0,0
P300,2021/08/14,0,0,0
P301,2021/08/14,0,0,0
P301,2021/08/14,0,0,0
P301,2021/08/14,0,0,0
P302,2021/08/14,0,0,0
P302,2021/08/14,0,0,0
P303,2021/08/14,0,0,0
P303,2021/08/14,0,0,0
P303,2021/08/14,0,0,0
P304,2021/08/14,0,0,0
P304,2021/08/14,0,0,0
